Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Gold Diggers 1933,1933,97.0,Comedy Drama Musical            ,Passed,7.7,"wealthy composer rescue unemployed Broadway performer new play , insists remaining anonymous .",Mervyn LeRoy,Warren William,9009,4.8,a wealthy composer rescues unemployed broadway performers with a new play but insists on remaining anonymous,low positive
Invisible Man,1933,71.0,Horror Sci-Fi            ,TV-PG,7.6,"scientist find way becoming invisible , , becomes murderously insane .",James Whale,Claude Rains,39272,0.0,a scientist finds a way of becoming invisible but in doing so he becomes murderously insane,low negative
King Kong,1933,100.0,Adventure Horror Sci-Fi            ,Passed,7.9,"film crew go tropical island location shoot , capture colossal ape take shine blonde starlet , bring back New York City .","Merian C. Cooper, Ernest B. Schoedsack",Fay Wray,89780,10.0,a film crew goes to a tropical island for a location shoot where they capture a colossal ape who takes a shine to their blonde starlet and bring him back to new york city,low positive
Little Women,1933,115.0,Drama Family Romance            ,Passed,7.2,chronicle life sister growing 19th-century New England .,George Cukor,Katharine Hepburn,7797,4.58,a chronicle of the lives of sisters growing up in 19thcentury new england,low positive
Private Life Henry VIII,1933,97.0,Drama            ,Passed,7.0,King Henry VIII marries five time divorce first wife Catherine Aragon .,Alexander Korda,Charles Laughton,4752,0.0,king henry viii marries five more times after his divorce from his first wife catherine of aragon,low positive
Queen Christina,1933,99.0,Biography Drama Romance            ,Approved,7.5,"Queen Christina Sweden popular monarch loyal country . However , fall love Spanish envoy , must choose throne man love .",Rouben Mamoulian,Greta Garbo,8470,0.77,queen christina of sweden is a popular monarch who is loyal to her country however when she falls in love with a spanish envoy she must choose between the throne and the man she loves,low positive
Sons Desert,1933,68.0,Comedy Family            ,Passed,7.5,"Stan Ollie trick wife thinking taking medicinal cruise 're actually going convention , wife find truth hard way .",William A. Seiter,Stan Laurel,9443,0.0,when stan and ollie trick their wives into thinking that they are taking a medicinal cruise while theyre actually going to a convention the wives find out the truth the hard way,low negative
Zero Conduct,1933,44.0,Short Drama            ,Not Rated,7.2,"repressive boarding school rigid rule behavior , four boy decide rebel direction celebration day .",Jean Vigo,Jean Dast,9235,0.0,in a repressive boarding school with rigid rules of behavior four boys decide to rebel against the direction on a celebration day,neutral
L'Atalante,1934,89.0,Comedy Drama Romance            ,Not Rated,7.7,Newly married couple Juliette ship captain Jean struggle marriage travel L'atalante along captain 's first mate Le père Jules cabin boy .,Jean Vigo,Dita Parlo,17225,0.0,newly married couple juliette and a ship captain jean struggle through marriage as they travel on the latalante along with the captains first mate le père jules and a cabin boy,low positive
Black Cat,1934,65.0,Crime Horror Romance            ,Not Rated,6.9,American honeymooner Hungary become trapped home Satan-worshipping priest bride taken medical help following road accident .,Edgar G. Ulmer,Boris Karloff,12721,0.51,american honeymooners in hungary become trapped in the home of a satanworshipping priest when the bride is taken there for medical help following a road accident,low negative
Gay Divorcee,1934,107.0,Comedy Musical Romance            ,Approved,7.4,woman think flirting man co-respondent lawyer hired expedite divorce .,Mark Sandrich,Fred Astaire,8451,0.0,a woman thinks a flirting man is the corespondent her lawyer has hired to expedite her divorce,neutral
Shen nu,1934,85.0,Drama            ,TV-PG,7.7,"Street walker night , devoted mother day , woman fight get young son education amid criminal social injustice China .",Yonggang Wu,Lingyu Ruan,2407,0.0,street walker by night devoted mother by day a woman fights to get her young son an education amid criminal and social injustice in china,low negative
Imitation Life,1934,111.0,Comedy Drama Romance            ,Approved,7.5,"struggling widow daughter take Black housekeeper fair-skinned daughter ; two woman start successful business face familial , identity , racial issue along way .",John M. Stahl,Claudette Colbert,5505,0.0,a struggling widow and her daughter take in a black housekeeper and her fairskinned daughter the two women start a successful business but face familial identity and racial issues along the way,low positive
Happened One Night,1934,105.0,Comedy Romance            ,Passed,8.1,"renegade reporter trailing young runaway heiress big story join bus heading Florida New York , end stuck bus leaf behind one stop .",Frank Capra,Clark Gable,110274,4.36,a renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from florida to new york and they end up stuck with each other when the bus leaves them behind at one of the stops,low negative
Man Godfrey,1936,94.0,Comedy Drama Romance            ,Approved,7.9,scatterbrained socialite hire vagrant family butler - 's Godfrey meet eye .,Gregory La Cava,William Powell,25998,0.0,a scatterbrained socialite hires a vagrant as a family butler  but theres more to godfrey than meets the eye,high positive
Mr . Deeds Goes Town,1936,115.0,Comedy Drama Romance            ,Not Rated,7.8,unassuming greeting card poet small town Vermont head New York City upon inheriting massive fortune immediately hounded wish take advantage .,Frank Capra,Gary Cooper,22854,0.0,a unassuming greeting card poet from a small town in vermont heads to new york city upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him,low negative
Modern Times,1936,87.0,Comedy Drama Romance            ,G,8.5,Tramp struggle live modern industrial society help young homeless woman .,Charles Chaplin,Charles Chaplin,255476,0.16,the tramp struggles to live in modern industrial society with the help of a young homeless woman,low positive
Libeled Lady,1936,98.0,Comedy Romance            ,Passed,7.8,"socialite sue big paper libel , editor responsible call help ignored fiancée former employee frame make false story seem true .",Jack Conway,Jean Harlow,8746,0.0,when a socialite sues a big paper for libel the editor responsible calls in the help of his ignored fiancée and a former employee to frame her and make the false story seem true,low positive
Fury,1936,92.0,Crime Drama Film-Noir            ,Not Rated,7.8,"wrongly-accused prisoner barely survives lynch-mob attack presumed dead , vindictively decides fake death frame mob supposed murder .",Fritz Lang,Sylvia Sidney,13506,0.0,when a wronglyaccused prisoner barely survives a lynchmob attack and is presumed dead he vindictively decides to fake his death and frame the mob for his supposed murder,low negative
Dodsworth,1936,101.0,Drama Romance            ,Passed,7.8,retired auto manufacturer wife take long-planned European vacation find want different thing life .,William Wyler,Walter Huston,9956,0.0,a retired auto manufacturer and his wife take a longplanned european vacation only to find that they want very different things from life,neutral
Camille,1936,109.0,Drama Romance            ,Passed,7.3,"Parisian courtesan must choose young man love callous baron want , even health begin fail .",George Cukor,Greta Garbo,8600,1.15,a parisian courtesan must choose between the young man who loves her and the callous baron who wants her even as her own health begins to fail,low positive
Triumph,1935,110.0,Documentary History            ,Not Rated,7.1,"infamous propaganda film 1934 Nazi Party rally Nuremberg , Germany .",Leni Riefenstahl,Adolf Hitler,18135,0.0,the infamous propaganda film of the 1934 nazi party rally in nuremberg germany,low negative
Top Hat,1935,101.0,Comedy Musical Romance            ,Not Rated,7.7,"American dancer come Britain fall model initially annoyed , mistake goofy producer .",Mark Sandrich,Fred Astaire,20414,3.88,an american dancer comes to britain and falls for a model whom he initially annoyed but she mistakes him for his goofy producer,low positive
39 Steps,1935,86.0,Crime Mystery Thriller            ,Approved,7.6,"man London try help counter-espionage agent , agent killed man stand accused , must go run save stop spy ring trying steal top-secret information .",Alfred Hitchcock,Robert Donat,60545,0.0,a man in london tries to help a counterespionage agent but when the agent is killed and the man stands accused he must go on the run to save himself and stop a spy ring that is trying to steal topsecret information,low negative
Tale Two Cities,1935,128.0,Drama History Romance            ,Not Rated,7.8,"pair lookalikes , one former French aristocrat alcoholic English lawyer , fall love woman amidst turmoil French Revolution .","Jack Conway, Robert Z. Leonard",Ronald Colman,6181,0.0,a pair of lookalikes one a former french aristocrat and the other an alcoholic english lawyer fall in love with the same woman amidst the turmoil of the french revolution,low positive
Ruggles Red Gap,1935,90.0,Comedy Mystery Romance            ,Approved,7.6,English valet brought American west assimilates American way life .,Leo McCarey,Charles Laughton,4438,0.0,an english valet brought to the american west assimilates into the american way of life,neutral
Night Opera,1935,96.0,Comedy Music Musical            ,Passed,7.8,sly business manager wacky friend two opera singer Italy help achieve success America humiliating stuffy snobbish enemy .,"Sam Wood, Edmund Goulding",Groucho Marx,34341,2.54,a sly business manager and the wacky friends of two opera singers in italy help them achieve success in america while humiliating their stuffy and snobbish enemies,low positive
Mutiny Bounty,1935,132.0,Adventure Biography Drama            ,Passed,7.6,"First mate Fletcher Christian lead revolt sadistic commander , Captain Bligh , classic seafaring adventure , based real-life 1789 mutiny .",Frank Lloyd,Charles Laughton,24459,0.0,first mate fletcher christian leads a revolt against his sadistic commander captain bligh in this classic seafaring adventure based on the reallife 1789 mutiny,low positive
Les Misérables,1935,108.0,Drama History Romance            ,Approved,7.7,"early-19th-century France , ex-convict failed report parole relentlessly pursued 20-year period obsessive policeman .",Richard Boleslawski,Fredric March,3861,0.0,in early19thcentury france an exconvict who failed to report to parole is relentlessly pursued over a 20year period by an obsessive policeman,high negative
David Copperfield,1935,130.0,Adventure Drama Family            ,Passed,7.4,gentle orphan discovers life love indifferent adult world .,George Cukor,Freddie Bartholomew,4669,0.0,a gentle orphan discovers life and love in an indifferent adult world,low positive
